supplier_country,supplier_region,political_stability_index,infrastructure_score,natural_disaster_frequency,corruption_index,conflict_score,sanctions_exposure,export_restriction_risk,diplomatic_relations_score,distance_km,is_landlocked,supplier_tenure_years,contract_type,communication_responsiveness_hours,num_alternative_suppliers,supplier_tier,quality_incidents,audit_score,iso_certified,regulatory_violations,financial_stability_index,debt_to_equity,payment_delay_days,dependency_ratio,revenue_trend_yoy,num_employees,on_time_delivery_rate,avg_lead_time_days,lead_time_variability,order_fulfillment_rate,capacity_utilization,past_disruptions_lagged,avg_recovery_time_lagged,inventory_buffer_days,num_active_contracts,transport_mode,labor_strike_history,archetype,risk_level
Lao PDR,Southeast Asia,0.81,32.5,1.6,34.0,0.0,0,0,50.8,6412,0,2,long-term,35.4,3,Tier 1,1,70.6,0,0,53.1,1.03,10.0,63.3,-3.9,5,82.3,21,3.4,87.3,88.0,3,0.0,24,14,sea,2,2,1
Belarus,Eastern Europe,-0.73,42.5,0.4,31.0,0.0,0,0,42.5,5274,0,2,spot,9.4,3,Tier 2,5,72.5,0,0,27.4,1.56,16.530687012219367,64.0,-2.7,405,75.0,21,3.1519359793311787,90.8,89.3,0,7.6,20,19,sea,0,2,2
Moldova,Eastern Europe,-0.68,22.5,0.2,42.0,0.0,0,0,46.2,5063,1,6,spot,50.6,2,Tier 3,1,63.2,0,2,56.4,2.54,8.7,40.2,0.6,5,77.6,26,3.5,86.8,86.6,2,11.2,21,13,air,0,2,2
Argentina,South America,-0.13,45.0,3.7,36.0,0.0,0,0,38.9,5499,1,2,long-term,32.7,2,Tier 1,2,75.5,0,1,51.6,1.64,1.9,52.5,7.7,816,81.7,25,1.3,94.5,79.5,3,5.3,29,15,sea,2,2,1
Indonesia,Southeast Asia,-0.4,47.5,18.7,34.0,0.6,0,0,55.2,5458,0,2,long-term,39.2,2,Tier 3,3,76.4,1,3,53.6,1.46,15.3,53.3,-0.4,5,81.7,24,5.4,82.6,84.7,1,2.3,19,16,air,0,2,2
Thailand,Southeast Asia,-0.28,67.5,5.8,33.0,0.4,0,1,54.6,4760,0,2,long-term,32.7,3,Tier 2,1,71.4,1,0,42.5,1.5,15.3,59.1,-4.5,213,74.3,15,3.5,85.7,86.1,0,13.3,23,19,sea,0,2,3
Paraguay,South America,0.08,37.5,1.5,24.0,0.0,0,0,62.6,4085,1,4,long-term,1.0,3,Tier 3,2,80.3,1,1,50.6,1.56,15.5,37.0,0.9,67,73.8,22,5.1,86.5,80.6,0,5.0,16,18,land,0,2,1
Lithuania,Eastern Europe,0.74,62.5,0.3,65.0,0.0,1,0,36.8,5017,1,3,spot,35.1,1,Tier 2,1,69.5,1,0,62.1,1.36,7.3,48.3,1.4,138,83.9,11,8.910617556081357,81.1,89.3,1,3.6,20,12,land,2,2,4
Hungary,Eastern Europe,0.73,52.5,0.8,40.0,0.0,0,1,43.5,6445,0,1,spot,32.8,4,Tier 3,3,60.4,0,0,48.4,1.09,7.8,44.3,-5.7,5,78.3,31,9.335880505933615,88.0,90.2,0,11.4,20,11,land,0,2,3
Lithuania,Eastern Europe,0.74,62.5,0.3,65.0,0.0,0,0,39.2,5150,1,4,long-term,18.6,2,Tier 1,1,61.1,0,1,45.9,0.69,13.8,44.6,3.7,625,86.3,16,5.0,89.6,87.2,1,14.0,14,17,sea,2,2,1
Slovenia,Eastern Europe,0.82,65.0,0.6,58.0,0.0,0,0,72.7,6081,1,7,long-term,28.7,1,Tier 3,2,61.1,0,2,49.9,0.99,8.9,44.3,-0.6,119,77.8,12,7.192547254623706,87.4,92.0,4,14.3,21,13,sea,1,2,2
Ukraine,Eastern Europe,-1.43,35.0,1.9,36.0,100.0,0,0,62.7,6441,0,7,long-term,34.4,1,Tier 3,1,71.8,1,2,68.8,1.87,-0.9,59.6,3.9,53,70.2,21,8.316448548062287,78.5,90.4,0,16.0,22,15,land,0,2,2
Singapore,Southeast Asia,1.42,90.0,0.2,84.0,0.0,0,0,89.7,5380,0,6,spot,48.5,2,Tier 2,3,56.9,1,3,74.4,0.77,9.6,67.4,6.5,96,81.0,22,3.4,83.6,81.3,1,10.6,18,21,air,1,2,1
Uruguay,South America,0.96,42.5,1.2,73.0,0.0,1,0,61.7,5510,0,7,long-term,47.9,2,Tier 1,3,52.4,1,2,46.7,1.62,12.2,55.8,-2.8,574,77.6,14,4.2,84.6,75.5,1,14.4,18,17,sea,0,2,4
Uruguay,South America,0.96,42.5,1.2,73.0,0.0,0,1,51.3,4647,0,5,spot,42.2,2,Tier 3,3,74.0,0,0,45.9,1.62,7.3,45.8,8.2,641,80.8,18,2.0,83.3,86.0,1,6.4,18,13,sea,0,2,3
Cambodia,Southeast Asia,0.04,27.5,1.5,20.0,0.0,0,0,56.3,6400,1,2,spot,42.0,3,Tier 1,1,68.7,1,2,50.6,1.38,1.2,49.2,-5.1,676,85.2,29,0.8,82.5,82.5,2,12.9,18,15,land,1,2,1
Thailand,Southeast Asia,-0.28,67.5,5.8,33.0,0.4,0,0,38.7,4706,0,5,long-term,29.9,3,Tier 2,4,61.1,1,0,62.0,1.17,0.4,52.9,5.3,506,76.9,22,5.3,88.8,86.0,1,13.9,14,5,land,2,2,1
Peru,South America,-0.52,37.5,7.4,30.0,0.0,0,1,35.5,6443,0,4,spot,33.8,4,Tier 3,3,73.2,0,0,44.6,1.36,11.5,41.1,1.8,40,76.5,16,3.9,81.2,85.8,1,15.5,21,18,land,1,2,3
Taiwan,East Asia,0.65,70.0,2.8,68.0,0.0,0,0,49.0,6177,0,7,spot,37.1,3,Tier 2,5,43.6,0,2,56.3,1.57,10.1,43.8,1.4,54,76.8,24,3.8,93.2,83.9,1,16.8,17,18,land,0,2,1
Cambodia,Southeast Asia,0.04,27.5,1.5,20.0,0.0,0,1,69.4,5948,1,3,spot,42.4,3,Tier 1,1,70.3,0,4,64.3,1.63,7.3,65.0,-0.7,456,80.6,20,5.3,93.4,84.5,1,19.9,12,12,air,0,2,3
Belarus,Eastern Europe,-0.73,42.5,0.4,31.0,0.0,0,0,57.6,5433,0,7,spot,41.3,1,Tier 3,6,70.3,1,1,54.8,1.55,14.4,39.0,-8.4,405,86.0,24,2.3,85.2,76.3,1,2.3,18,15,sea,0,2,1
Ukraine,Eastern Europe,-1.43,35.0,1.9,36.0,100.0,0,0,52.3,4196,1,2,long-term,23.2,3,Tier 3,1,52.0,1,3,57.8,1.37,8.1,52.1,-2.8,472,82.3,21,7.527710332227368,82.3,89.0,0,11.1,10,12,air,2,2,2
Colombia,South America,-0.72,47.5,7.5,37.0,4.1,0,0,49.7,5528,1,6,spot,30.0,2,Tier 2,3,41.5,0,6,64.1,0.98,24.0,48.0,5.7,468,76.5,19,4.6,74.6,87.9,0,0.5,7,15,sea,0,2,4
Cambodia,Southeast Asia,0.04,27.5,1.5,20.0,0.0,0,0,14.9,5142,0,0,spot,14.6,2,Tier 2,2,49.7,0,4,43.0,1.0,13.7,46.8,-5.9,279,76.4,13,4.84620287363283,94.2,90.3,1,0.0,17,11,sea,1,2,2
"Macao SAR, China",East Asia,1.07,75.0,0.2,68.0,0.0,0,0,36.6,4596,0,5,long-term,21.9,2,Tier 3,1,58.1,0,0,33.9,1.33,16.23926779713064,57.7,-6.2,87,89.1,16,4.1,77.9,74.9,1,17.7,19,15,sea,1,2,1
"Venezuela, RB",South America,-1.19,35.0,2.1,10.0,0.2,1,0,40.2,6007,0,5,spot,63.5,2,Tier 1,1,67.2,1,2,47.2,0.95,8.1,33.1,-2.5,372,83.3,25,6.363940465249778,84.6,94.7,4,6.4,18,19,land,0,2,4
Czechia,Eastern Europe,0.97,50.0,1.2,59.0,0.0,0,0,37.7,4970,1,7,long-term,27.0,2,Tier 3,4,61.9,1,0,47.1,0.5,14.7,58.9,10.2,377,78.8,27,5.8,92.2,82.7,1,9.2,10,17,sea,2,2,1
Argentina,South America,-0.13,45.0,3.7,36.0,0.0,0,0,24.6,4435,0,1,spot,15.4,2,Tier 2,2,71.2,0,3,44.0,2.0,2.2,61.3,-3.5,683,77.7,29,8.27029234028442,81.1,89.1,1,9.9,13,11,sea,0,2,2
Brazil,South America,-0.41,55.0,8.5,35.0,21.2,0,0,60.3,5653,0,0,long-term,31.2,2,Tier 1,0,73.8,1,2,63.6,1.73,13.0,33.2,-0.8,834,85.6,13,4.4,85.8,78.4,0,0.0,8,16,air,0,2,1
Bulgaria,Eastern Europe,0.34,52.5,1.5,40.0,0.0,0,0,32.1,5137,1,5,long-term,45.3,2,Tier 2,3,38.6,0,2,56.4,0.41,14.9,46.8,4.1,341,81.8,23,4.9,84.2,74.7,2,8.0,16,16,land,0,2,3
Estonia,Eastern Europe,0.66,62.5,0.3,76.0,0.0,0,0,59.4,5726,0,8,long-term,6.4,1,Tier 2,4,69.6,1,2,41.4,1.71,4.1,52.6,1.2,754,81.7,13,6.0,81.8,80.1,1,10.1,15,21,land,1,2,1
Czechia,Eastern Europe,0.97,50.0,1.2,59.0,0.0,0,0,33.1,5651,1,6,spot,37.6,1,Tier 2,4,52.4,1,5,54.8,1.89,7.9,44.5,5.2,5,87.5,32,6.417881810807671,79.3,88.1,3,9.0,11,5,sea,1,2,2
Philippines,Southeast Asia,-0.57,55.0,13.6,32.0,1.7,0,0,56.5,4565,0,6,long-term,31.6,1,Tier 2,2,72.4,1,0,31.7,1.02,27.400154857827076,52.0,1.8,695,81.5,19,3.5,82.8,80.3,0,14.8,12,9,sea,1,2,1
Bolivia,South America,-0.31,35.0,3.5,28.0,0.0,0,0,62.1,5010,1,3,long-term,32.7,1,Tier 3,1,69.5,1,2,45.0,1.45,18.9,42.8,2.4,5,82.1,30,6.4,84.2,79.9,0,11.2,10,16,air,1,2,2
Chile,South America,0.14,45.0,2.5,63.0,0.0,0,0,50.5,4812,1,6,long-term,26.4,3,Tier 2,4,62.6,1,3,44.8,0.57,12.7,40.3,-1.6,5,78.8,35,5.0,80.8,80.3,0,2.8,16,11,land,3,2,3
Latvia,Eastern Europe,0.59,57.5,0.5,60.0,0.0,0,0,28.9,5577,0,5,spot,20.3,2,Tier 2,0,54.4,1,1,62.0,1.31,4.7,39.2,-0.6,447,86.4,27,5.4,89.5,86.7,0,5.5,14,13,sea,0,2,1
Taiwan,East Asia,0.65,70.0,2.8,68.0,0.0,0,0,63.8,6004,0,3,spot,10.3,3,Tier 2,2,59.0,1,0,50.1,1.0,19.4,48.0,5.3,529,88.8,15,1.9,92.6,86.5,0,10.6,12,10,sea,0,2,1
Myanmar,Southeast Asia,-2.13,55.0,4.2,16.0,19.8,0,0,59.0,6904,0,3,long-term,1.0,3,Tier 3,3,57.0,0,0,59.6,0.81,8.6,46.8,-1.6,520,76.4,19,3.4,89.5,80.0,2,12.3,22,15,land,0,2,1
Lao PDR,Southeast Asia,0.81,32.5,1.6,34.0,0.0,0,1,69.3,4725,1,6,long-term,7.8,4,Tier 2,2,74.8,0,2,66.2,1.99,10.5,57.0,-9.0,5,78.6,27,3.9,88.0,76.1,3,10.5,10,14,land,2,2,3
Croatia,Eastern Europe,0.6,50.0,1.2,47.0,0.0,0,0,43.3,4524,1,7,long-term,17.6,2,Tier 2,3,61.8,1,3,55.2,1.55,7.5,56.3,5.6,49,72.9,25,2.1,84.8,80.3,3,16.1,28,10,air,1,2,1
Estonia,Eastern Europe,0.66,62.5,0.3,76.0,0.0,0,0,66.5,5215,0,2,long-term,14.4,2,Tier 2,1,63.5,0,2,54.9,1.54,10.4,61.6,-0.3,435,82.4,17,8.812892029810635,84.6,88.8,0,3.5,26,17,land,0,2,1
Paraguay,South America,0.08,37.5,1.5,24.0,0.0,0,0,43.3,5813,1,4,long-term,65.1,2,Tier 1,2,68.1,0,0,62.2,1.58,15.8,42.6,7.2,33,80.3,19,3.8,75.4,71.2,0,15.9,18,17,land,0,2,2
Philippines,Southeast Asia,-0.57,55.0,13.6,32.0,1.7,0,0,39.2,4548,1,5,spot,20.0,2,Tier 2,1,65.0,0,1,70.9,1.88,7.8,56.1,2.3,631,74.6,16,6.5,76.5,83.4,2,9.8,21,12,air,0,2,2
Uruguay,South America,0.96,42.5,1.2,73.0,0.0,1,0,55.2,4407,0,7,long-term,9.8,1,Tier 3,2,71.0,1,1,33.2,0.48,19.574415283163383,63.2,10.0,5,79.5,29,5.823404587891257,90.0,90.3,1,0.3,23,8,sea,0,2,4
Malaysia,Southeast Asia,0.17,65.0,4.8,52.0,0.0,0,0,49.3,6688,0,5,long-term,40.2,3,Tier 3,2,64.2,0,1,56.0,1.12,14.4,66.0,-1.4,484,76.7,28,4.1,91.2,81.3,1,5.5,19,13,sea,3,2,3
Indonesia,Southeast Asia,-0.4,47.5,18.7,34.0,0.6,1,0,49.7,4924,0,3,long-term,36.0,0,Tier 2,4,80.4,0,1,50.1,1.37,8.9,50.1,4.2,327,70.9,24,7.5678331265007985,80.5,91.1,0,5.3,17,11,land,1,2,4
Chile,South America,0.14,45.0,2.5,63.0,0.0,0,1,53.4,6148,0,4,long-term,19.3,2,Tier 2,1,76.2,1,0,64.3,1.38,16.5,67.0,-4.7,633,73.0,16,3.3,86.5,83.2,4,9.2,22,16,land,0,2,3
Belarus,Eastern Europe,-0.73,42.5,0.4,31.0,0.0,0,0,57.3,5105,0,5,long-term,31.7,2,Tier 1,3,62.1,1,1,54.2,1.11,12.8,46.2,4.1,5,74.3,17,6.3,86.0,81.4,0,7.6,17,11,sea,0,2,1
Lithuania,Eastern Europe,0.74,62.5,0.3,65.0,0.0,0,1,69.5,5128,0,4,spot,24.0,0,Tier 3,3,70.4,1,3,51.2,0.76,10.3,51.6,11.2,330,74.8,25,6.4,92.5,82.4,1,9.0,20,8,land,2,2,3
Lithuania,Eastern Europe,0.74,62.5,0.3,65.0,0.0,0,0,62.6,5735,0,6,spot,25.1,3,Tier 3,2,45.1,1,2,45.1,1.42,16.4,44.0,7.1,215,81.7,21,5.0,86.7,86.9,2,10.0,20,6,land,0,2,1
Indonesia,Southeast Asia,-0.4,47.5,18.7,34.0,0.6,0,1,40.5,5040,0,6,spot,26.9,3,Tier 2,3,58.0,0,1,66.3,1.22,3.7,41.3,-3.7,357,75.5,24,3.4,73.4,84.8,1,10.7,21,11,sea,0,2,3
Ukraine,Eastern Europe,-1.43,35.0,1.9,36.0,100.0,0,0,49.8,5978,0,5,spot,64.3,1,Tier 3,4,66.2,1,1,47.8,2.08,8.5,29.1,12.9,318,83.3,12,4.9,84.1,77.2,1,13.3,24,11,sea,0,2,2
Czechia,Eastern Europe,0.97,50.0,1.2,59.0,0.0,0,0,49.6,6073,0,6,spot,26.6,2,Tier 2,2,51.2,0,6,51.5,1.02,9.1,52.2,6.1,5,80.0,32,4.1,88.7,86.0,0,14.8,17,15,land,1,2,4
"Macao SAR, China",East Asia,1.07,75.0,0.2,68.0,0.0,0,0,55.3,6210,0,2,long-term,35.9,1,Tier 1,3,65.1,0,1,71.2,1.09,6.1,24.9,6.2,5,80.4,35,5.1,85.8,81.0,0,11.6,19,14,sea,0,2,1
Lao PDR,Southeast Asia,0.81,32.5,1.6,34.0,0.0,1,1,58.4,6473,0,4,long-term,33.4,2,Tier 3,4,65.6,0,3,47.4,1.51,6.0,45.4,-0.5,415,81.5,21,3.9,85.6,84.2,0,10.6,19,19,sea,0,2,4
Cambodia,Southeast Asia,0.04,27.5,1.5,20.0,0.0,0,0,64.4,4110,1,7,spot,15.0,2,Tier 1,2,64.0,0,2,42.0,1.5,-1.4,22.7,6.1,38,81.0,24,6.1,81.8,80.7,4,6.9,14,15,sea,0,2,1
Ecuador,South America,-0.34,42.5,3.4,33.0,2.5,0,1,55.5,4764,0,4,long-term,43.7,2,Tier 3,1,63.3,0,2,58.7,1.88,12.0,39.2,4.0,631,83.2,14,2.3,87.2,81.1,0,11.6,19,17,air,0,2,3
Paraguay,South America,0.08,37.5,1.5,24.0,0.0,0,0,63.5,5521,0,5,long-term,29.7,4,Tier 1,3,76.7,0,1,58.0,0.71,13.2,57.0,-0.8,203,71.1,21,2.2,80.6,80.6,2,4.2,17,6,sea,0,2,1
Colombia,South America,-0.72,47.5,7.5,37.0,4.1,0,0,41.1,6777,1,5,spot,31.0,1,Tier 2,3,70.6,1,0,43.9,1.46,2.4,58.6,-6.4,184,81.2,28,4.7,87.2,82.8,2,9.8,14,21,land,0,2,2
Serbia,Eastern Europe,-0.04,35.0,1.5,33.0,0.0,0,0,83.2,4596,1,5,spot,24.5,2,Tier 1,3,66.9,1,2,49.2,1.14,18.4,54.7,3.2,616,81.7,18,3.9,87.7,86.7,1,12.2,18,16,air,0,2,1
China,East Asia,-0.51,75.0,30.2,43.0,0.0,0,0,41.7,6022,0,6,long-term,22.8,3,Tier 3,1,65.0,1,1,51.1,0.87,8.3,45.8,-5.8,5,82.1,22,6.9557991784272515,79.4,92.5,0,5.8,17,27,air,1,2,2
China,East Asia,-0.51,75.0,30.2,43.0,0.0,0,0,63.5,4691,0,3,spot,40.1,1,Tier 1,2,76.7,1,0,43.8,1.64,5.6,30.4,-8.8,5,86.8,22,5.3,86.7,83.3,0,9.6,19,19,sea,1,2,1
Lithuania,Eastern Europe,0.74,62.5,0.3,65.0,0.0,0,1,55.5,7012,1,4,spot,41.9,1,Tier 1,4,61.0,1,1,58.2,2.13,1.6,55.3,6.3,386,73.2,24,5.1,84.9,78.9,0,6.0,15,20,air,1,2,3
China,East Asia,-0.51,75.0,30.2,43.0,0.0,0,0,70.1,5712,0,5,spot,1.0,4,Tier 1,3,71.6,0,0,66.7,2.14,15.4,44.5,1.0,197,83.5,17,5.0,85.6,85.3,0,4.9,20,17,sea,1,2,1
Uruguay,South America,0.96,42.5,1.2,73.0,0.0,0,0,68.1,5755,1,2,long-term,49.3,3,Tier 1,2,58.5,1,0,52.7,1.7,13.8,49.8,9.2,448,84.0,21,6.512617613272997,85.9,88.4,2,10.9,19,5,land,0,2,1
Bolivia,South America,-0.31,35.0,3.5,28.0,0.0,0,0,63.0,6511,1,1,spot,35.5,2,Tier 3,1,64.8,1,3,38.7,0.96,3.1,45.7,2.2,110,77.3,23,7.196264953042492,85.6,89.7,4,13.4,17,16,air,1,2,2
Malaysia,Southeast Asia,0.17,65.0,4.8,52.0,0.0,0,0,44.6,5273,0,2,spot,32.2,2,Tier 1,2,60.5,0,3,73.7,1.22,5.8,61.3,14.3,293,80.2,23,5.2,77.0,84.8,3,11.4,14,17,land,4,2,3
"Hong Kong SAR, China",East Asia,0.67,75.0,0.8,76.0,0.0,0,0,40.4,5348,0,7,long-term,51.7,3,Tier 1,0,64.4,0,0,50.6,1.4,-2.6,37.3,-3.2,295,80.9,26,7.8657644925172985,77.5,91.7,1,16.4,15,15,sea,0,2,1
Myanmar,Southeast Asia,-2.13,55.0,4.2,16.0,19.8,0,0,51.5,6502,1,2,spot,3.7,2,Tier 2,1,68.3,1,1,54.2,1.15,19.7,58.3,3.3,121,80.3,29,5.9,88.5,81.2,0,7.4,16,16,sea,0,2,2
Ukraine,Eastern Europe,-1.43,35.0,1.9,36.0,100.0,0,0,30.1,6469,1,2,long-term,37.3,2,Tier 3,2,66.4,0,2,51.3,1.79,5.2,55.1,3.4,323,75.6,17,7.018732679545554,81.5,90.6,1,10.7,9,13,sea,0,2,2
"Hong Kong SAR, China",East Asia,0.67,75.0,0.8,76.0,0.0,0,0,37.3,5106,1,6,long-term,28.6,3,Tier 3,5,60.0,0,0,43.5,1.55,9.7,29.6,6.6,5,70.1,25,5.3,80.8,83.9,3,0.0,20,14,sea,0,2,1
Mongolia,East Asia,0.59,32.5,1.6,31.0,0.0,0,0,48.1,5450,0,2,long-term,43.4,2,Tier 2,2,66.1,0,1,59.3,1.34,10.2,67.5,10.7,176,73.5,30,2.5,86.4,81.4,2,10.4,19,7,sea,0,2,1
Philippines,Southeast Asia,-0.57,55.0,13.6,32.0,1.7,0,0,73.4,4815,0,5,spot,20.3,2,Tier 3,3,65.3,1,1,41.6,1.12,6.5,36.6,1.4,134,75.6,23,3.6,89.8,82.0,1,8.3,24,17,land,0,2,1
Bulgaria,Eastern Europe,0.34,52.5,1.5,40.0,0.0,0,0,58.8,5029,1,5,long-term,37.9,1,Tier 3,1,57.9,1,4,41.8,1.07,14.1,50.1,-3.4,5,74.1,11,5.8,78.7,87.1,2,12.7,18,16,sea,1,2,2
Belarus,Eastern Europe,-0.73,42.5,0.4,31.0,0.0,0,1,56.8,6220,1,1,spot,31.7,3,Tier 2,1,60.9,1,2,44.5,2.02,11.5,49.6,-0.8,727,81.8,20,3.3,83.6,77.1,0,15.1,18,18,land,2,2,3
Lithuania,Eastern Europe,0.74,62.5,0.3,65.0,0.0,0,0,38.8,6670,0,3,spot,13.4,2,Tier 2,3,63.7,0,0,51.7,0.81,11.4,49.0,8.4,119,86.9,31,3.5,85.8,81.7,0,8.7,12,22,land,0,2,1
Hungary,Eastern Europe,0.73,52.5,0.8,40.0,0.0,0,0,37.4,4940,0,6,spot,40.9,3,Tier 1,4,60.0,0,4,48.9,1.14,16.9,51.0,3.7,228,84.6,17,3.8,70.8,79.2,0,14.7,31,21,sea,1,2,2
Singapore,Southeast Asia,1.42,90.0,0.2,84.0,0.0,0,1,43.9,5362,0,5,spot,21.1,3,Tier 2,2,55.4,1,0,46.7,2.01,20.5,36.6,-10.0,78,79.8,22,4.4,88.1,80.6,2,11.1,21,14,sea,0,2,3
Chile,South America,0.14,45.0,2.5,63.0,0.0,0,0,48.5,4888,0,6,long-term,20.0,3,Tier 3,2,64.6,1,4,29.3,1.72,11.022135030020722,46.6,5.1,122,81.2,27,7.3,83.9,84.1,0,10.2,22,14,sea,0,2,1
Mongolia,East Asia,0.59,32.5,1.6,31.0,0.0,1,0,50.4,5568,0,4,long-term,36.4,1,Tier 2,1,55.2,1,3,53.2,1.17,9.7,49.9,4.8,5,78.8,31,6.6,88.3,86.2,2,18.3,18,10,sea,0,2,4
Lithuania,Eastern Europe,0.74,62.5,0.3,65.0,0.0,0,0,36.9,5455,1,6,spot,18.3,3,Tier 3,3,61.6,0,1,48.1,1.01,3.2,42.4,-1.4,5,73.3,9,4.9,88.9,83.1,1,8.0,11,5,sea,0,2,1
Poland,Eastern Europe,0.56,62.5,1.9,53.0,0.0,0,0,33.5,5885,0,2,spot,1.0,1,Tier 2,1,61.3,0,1,45.5,1.1,6.7,56.5,2.0,677,81.5,31,5.5,82.7,82.2,2,19.1,9,11,sea,0,2,1
Taiwan,East Asia,0.65,70.0,2.8,68.0,0.0,0,0,55.3,6390,0,8,spot,38.1,1,Tier 3,5,63.6,0,2,59.4,1.22,16.6,47.3,2.7,358,83.6,25,3.2,82.7,83.0,0,16.2,22,18,land,1,2,1
Belarus,Eastern Europe,-0.73,42.5,0.4,31.0,0.0,0,0,34.1,3902,1,2,long-term,9.5,3,Tier 2,0,57.1,1,3,42.0,0.57,10.0,56.8,-2.5,5,89.4,18,4.3,81.7,75.0,1,14.5,19,13,sea,0,2,1
"Macao SAR, China",East Asia,1.07,75.0,0.2,68.0,0.0,0,0,78.4,4632,0,5,long-term,27.3,2,Tier 1,2,58.7,0,1,44.4,1.13,17.1,37.3,4.8,427,79.0,27,5.2,77.7,79.4,1,11.9,24,14,air,0,2,1
"Macao SAR, China",East Asia,1.07,75.0,0.2,68.0,0.0,0,0,40.0,5298,0,6,spot,45.4,3,Tier 2,3,65.1,1,1,51.8,1.29,18.8,54.7,5.9,412,80.8,25,1.5,82.7,74.6,2,4.1,27,6,sea,1,2,1
Mongolia,East Asia,0.59,32.5,1.6,31.0,0.0,0,0,60.2,4932,0,1,spot,4.6,2,Tier 1,2,56.3,1,2,51.0,1.08,9.7,60.0,6.1,417,76.7,23,5.995733786175496,83.6,88.9,3,15.8,21,13,sea,1,2,1
Slovenia,Eastern Europe,0.82,65.0,0.6,58.0,0.0,0,0,65.5,6029,0,3,long-term,1.0,3,Tier 2,3,64.6,1,1,48.2,1.34,16.3,57.4,7.1,466,81.7,15,7.669091432403021,87.0,91.7,2,13.4,17,8,sea,3,2,3
Uruguay,South America,0.96,42.5,1.2,73.0,0.0,1,1,83.6,6657,0,5,spot,27.2,4,Tier 1,4,62.7,1,5,42.4,1.75,1.6,43.5,9.9,22,85.3,26,4.419317572769833,85.1,92.2,1,8.0,17,8,land,1,2,4
"Macao SAR, China",East Asia,1.07,75.0,0.2,68.0,0.0,0,0,70.3,5746,0,0,spot,47.4,1,Tier 2,2,62.0,1,1,37.6,1.44,6.2,39.0,0.9,907,83.8,16,4.8,74.7,69.5,2,10.8,14,9,land,1,2,1
Argentina,South America,-0.13,45.0,3.7,36.0,0.0,0,0,45.1,5850,1,6,long-term,41.4,2,Tier 3,2,60.5,0,1,54.3,1.54,5.9,28.8,5.8,426,82.1,34,7.718400834553437,79.0,91.0,0,8.0,9,11,air,0,2,2
China,East Asia,-0.51,75.0,30.2,43.0,0.0,0,0,42.4,4924,0,2,long-term,15.3,3,Tier 2,4,50.9,1,1,37.9,1.25,2.5,46.0,-5.2,312,76.6,24,6.1,91.9,67.8,1,5.8,10,10,sea,4,2,3
"Hong Kong SAR, China",East Asia,0.67,75.0,0.8,76.0,0.0,0,1,72.0,4923,0,4,long-term,58.6,2,Tier 3,1,65.9,1,2,49.3,1.6,11.2,46.5,-11.3,28,75.1,11,4.9733749249292885,93.3,89.9,0,5.8,21,10,sea,0,2,3
Moldova,Eastern Europe,-0.68,22.5,0.2,42.0,0.0,0,0,39.8,4624,1,2,long-term,25.2,0,Tier 2,1,49.8,1,1,58.2,1.96,6.8,52.5,1.8,422,77.7,26,5.8,87.6,73.3,1,2.8,21,10,air,2,2,3
Bulgaria,Eastern Europe,0.34,52.5,1.5,40.0,0.0,0,0,66.7,4990,0,3,spot,21.7,1,Tier 2,1,63.5,1,3,70.2,0.82,16.0,58.7,5.3,638,81.4,19,9.06119750037843,89.7,89.6,3,10.2,23,18,sea,0,2,1
Moldova,Eastern Europe,-0.68,22.5,0.2,42.0,0.0,0,0,57.8,5003,0,1,spot,63.8,2,Tier 1,3,71.3,1,1,34.3,1.58,23.647939954103183,50.0,1.5,5,71.2,23,3.8,86.3,87.9,2,0.0,9,17,sea,0,2,2
Philippines,Southeast Asia,-0.57,55.0,13.6,32.0,1.7,0,0,47.8,6351,0,1,long-term,47.4,1,Tier 1,0,64.0,1,2,38.2,1.49,14.7,24.7,8.9,461,84.8,16,5.7,88.5,79.1,0,13.9,24,13,air,1,2,1
Cambodia,Southeast Asia,0.04,27.5,1.5,20.0,0.0,0,0,45.0,4825,0,3,long-term,31.8,2,Tier 3,4,71.0,1,2,62.9,1.63,8.1,41.7,-1.8,5,83.9,28,3.9,81.5,78.8,1,7.7,22,17,sea,0,2,2
Belarus,Eastern Europe,-0.73,42.5,0.4,31.0,0.0,0,0,45.0,4778,0,7,spot,27.0,2,Tier 2,2,72.8,1,2,46.9,1.63,13.6,51.9,4.0,310,73.9,28,4.339898288201377,83.5,88.1,0,3.0,21,15,air,1,2,1
"Hong Kong SAR, China",East Asia,0.67,75.0,0.8,76.0,0.0,0,0,39.8,5124,1,4,long-term,43.7,3,Tier 2,0,63.2,0,2,49.0,1.88,21.5,66.2,-3.9,5,88.5,21,3.3,77.2,83.8,2,7.9,22,10,sea,1,2,1
Ukraine,Eastern Europe,-1.43,35.0,1.9,36.0,100.0,0,0,70.8,3532,0,6,long-term,34.9,0,Tier 1,6,63.0,0,0,62.9,1.54,14.6,39.2,3.9,397,85.6,15,8.47240097690873,79.6,97.0,1,5.6,23,15,air,0,2,3
Mongolia,East Asia,0.59,32.5,1.6,31.0,0.0,0,1,54.1,4250,0,3,long-term,26.0,2,Tier 3,1,55.9,0,0,43.8,1.46,7.9,45.0,4.8,57,82.8,21,3.7,81.5,79.3,3,10.4,24,21,sea,0,2,3
